dataset,time,obs_value,freq,unit,incgrp,age,sex,geo
ilc_lvho07a,2015,1.0,A,PC,A_MD60,Y20-24,M,IT
ilc_lvho07a,2015,3.8,A,PC,A_MD60,Y20-24,T,FI
ilc_lvho07a,2015,1.8,A,PC,A_MD60,Y20-24,T,IT
ilc_lvho07a,2015,3.7,A,PC,A_MD60,Y20-29,F,FI
ilc_lvho07a,2015,2.9,A,PC,A_MD60,Y20-29,F,IT
ilc_lvho07a,2015,3.3,A,PC,A_MD60,Y20-29,M,FI
ilc_lvho07a,2015,1.2,A,PC,A_MD60,Y20-29,M,IT
ilc_lvho07a,2015,3.5,A,PC,A_MD60,Y20-29,T,FI
ilc_lvho07a,2015,2.0,A,PC,A_MD60,Y20-29,T,IT
ilc_lvho07a,2015,2.7,A,PC,A_MD60,Y25-29,F,FI
ilc_lvho07a,2015,3.2,A,PC,A_MD60,Y25-29,F,IT
ilc_lvho07a,2015,3.9,A,PC,A_MD60,Y25-29,M,FI
ilc_lvho07a,2015,1.3,A,PC,A_MD60,Y25-29,M,IT
ilc_lvho07a,2015,3.3,A,PC,A_MD60,Y25-29,T,FI
ilc_lvho07a,2015,2.2,A,PC,A_MD60,Y25-29,T,IT
ilc_lvho07a,2015,0.9,A,PC,A_MD60,Y6-11,F,FI
ilc_lvho07a,2015,1.8,A,PC,A_MD60,Y6-11,F,IT
ilc_lvho07a,2015,0.8,A,PC,A_MD60,Y6-11,M,FI
ilc_lvho07a,2015,1.4,A,PC,A_MD60,Y6-11,M,IT
ilc_lvho07a,2015,0.8,A,PC,A_MD60,Y6-11,T,FI
ilc_lvho07a,2015,1.6,A,PC,A_MD60,Y6-11,T,IT
ilc_lvho07a,2015,5.1,A,PC,A_MD60,Y_GE65,F,FI
ilc_lvho07a,2015,3.3,A,PC,A_MD60,Y_GE65,F,IT
ilc_lvho07a,2015,3.7,A,PC,A_MD60,Y_GE65,M,FI
ilc_lvho07a,2015,2.1,A,PC,A_MD60,Y_GE65,M,IT
ilc_lvho07a,2015,4.5,A,PC,A_MD60,Y_GE65,T,FI
ilc_lvho07a,2015,2.8,A,PC,A_MD60,Y_GE65,T,IT
ilc_lvho07a,2015,0.9,A,PC,A_MD60,Y_LT18,F,FI
ilc_lvho07a,2015,1.9,A,PC,A_MD60,Y_LT18,F,IT
ilc_lvho07a,2015,1.0,A,PC,A_MD60,Y_LT18,M,FI
ilc_lvho07a,2015,1.5,A,PC,A_MD60,Y_LT18,M,IT
ilc_lvho07a,2015,1.0,A,PC,A_MD60,Y_LT18,T,FI
ilc_lvho07a,2015,1.7,A,PC,A_MD60,Y_LT18,T,IT
ilc_lvho07a,2015,1.1,A,PC,A_MD60,Y_LT6,F,FI
ilc_lvho07a,2015,2.2,A,PC,A_MD60,Y_LT6,F,IT
ilc_lvho07a,2015,1.4,A,PC,A_MD60,Y_LT6,M,FI
ilc_lvho07a,2015,1.8,A,PC,A_MD60,Y_LT6,M,IT
ilc_lvho07a,2015,1.3,A,PC,A_MD60,Y_LT6,T,FI
ilc_lvho07a,2015,2.0,A,PC,A_MD60,Y_LT6,T,IT
ilc_lvho07a,2015,18.2,A,PC,B_MD60,TOTAL,F,FI
ilc_lvho07a,2015,31.7,A,PC,B_MD60,TOTAL,F,IT
ilc_lvho07a,2015,22.8,A,PC,B_MD60,TOTAL,M,FI
ilc_lvho07a,2015,34.4,A,PC,B_MD60,TOTAL,M,IT
ilc_lvho07a,2015,20.4,A,PC,B_MD60,TOTAL,T,FI
ilc_lvho07a,2015,32.9,A,PC,B_MD60,TOTAL,T,IT
ilc_lvho07a,2015,9.0,A,PC,B_MD60,Y12-17,F,FI
ilc_lvho07a,2015,28.9,A,PC,B_MD60,Y12-17,F,IT
ilc_lvho07a,2015,14.7,A,PC,B_MD60,Y12-17,M,FI
ilc_lvho07a,2015,33.1,A,PC,B_MD60,Y12-17,M,IT
ilc_lvho07a,2015,11.8,A,PC,B_MD60,Y12-17,T,FI
ilc_lvho07a,2015,31.0,A,PC,B_MD60,Y12-17,T,IT
ilc_lvho07a,2015,31.3,A,PC,B_MD60,Y15-19,F,FI
ilc_lvho07a,2015,29.5,A,PC,B_MD60,Y15-19,F,IT
ilc_lvho07a,2015,22.4,A,PC,B_MD60,Y15-19,M,FI
ilc_lvho07a,2015,33.2,A,PC,B_MD60,Y15-19,M,IT
ilc_lvho07a,2015,26.8,A,PC,B_MD60,Y15-19,T,FI
ilc_lvho07a,2015,31.5,A,PC,B_MD60,Y15-19,T,IT
ilc_lvho07a,2015,36.3,A,PC,B_MD60,Y15-24,F,FI
ilc_lvho07a,2015,27.8,A,PC,B_MD60,Y15-24,F,IT
ilc_lvho07a,2015,37.9,A,PC,B_MD60,Y15-24,M,FI
ilc_lvho07a,2015,31.1,A,PC,B_MD60,Y15-24,M,IT
ilc_lvho07a,2015,37.2,A,PC,B_MD60,Y15-24,T,FI
ilc_lvho07a,2015,29.5,A,PC,B_MD60,Y15-24,T,IT
ilc_lvho07a,2015,34.1,A,PC,B_MD60,Y15-29,F,FI
ilc_lvho07a,2015,30.5,A,PC,B_MD60,Y15-29,F,IT
ilc_lvho07a,2015,34.4,A,PC,B_MD60,Y15-29,M,FI
ilc_lvho07a,2015,32.7,A,PC,B_MD60,Y15-29,M,IT
ilc_lvho07a,2015,34.3,A,PC,B_MD60,Y15-29,T,FI
ilc_lvho07a,2015,31.6,A,PC,B_MD60,Y15-29,T,IT
ilc_lvho07a,2015,32.8,A,PC,B_MD60,Y16-19,F,FI
ilc_lvho07a,2015,25.2,A,PC,B_MD60,Y16-19,F,IT
ilc_lvho07a,2015,25.7,A,PC,B_MD60,Y16-19,M,FI
ilc_lvho07a,2015,34.0,A,PC,B_MD60,Y16-19,M,IT
ilc_lvho07a,2015,29.5,A,PC,B_MD60,Y16-19,T,FI
ilc_lvho07a,2015,29.8,A,PC,B_MD60,Y16-19,T,IT
ilc_lvho07a,2015,36.8,A,PC,B_MD60,Y16-24,F,FI
ilc_lvho07a,2015,25.7,A,PC,B_MD60,Y16-24,F,IT
ilc_lvho07a,2015,39.2,A,PC,B_MD60,Y16-24,M,FI
ilc_lvho07a,2015,31.1,A,PC,B_MD60,Y16-24,M,IT
ilc_lvho07a,2015,38.1,A,PC,B_MD60,Y16-24,T,FI
ilc_lvho07a,2015,28.4,A,PC,B_MD60,Y16-24,T,IT
ilc_lvho07a,2015,34.4,A,PC,B_MD60,Y16-29,F,FI
ilc_lvho07a,2015,29.3,A,PC,B_MD60,Y16-29,F,IT
ilc_lvho07a,2015,35.2,A,PC,B_MD60,Y16-29,M,FI
ilc_lvho07a,2015,32.8,A,PC,B_MD60,Y16-29,M,IT
ilc_lvho07a,2015,34.9,A,PC,B_MD60,Y16-29,T,FI
ilc_lvho07a,2015,31.0,A,PC,B_MD60,Y16-29,T,IT
ilc_lvho07a,2015,39.8,A,PC,B_MD60,Y18-24,F,FI
ilc_lvho07a,2015,26.4,A,PC,B_MD60,Y18-24,F,IT
ilc_lvho07a,2015,40.6,A,PC,B_MD60,Y18-24,M,FI
ilc_lvho07a,2015,27.4,A,PC,B_MD60,Y18-24,M,IT
ilc_lvho07a,2015,40.2,A,PC,B_MD60,Y18-24,T,FI
ilc_lvho07a,2015,26.9,A,PC,B_MD60,Y18-24,T,IT
ilc_lvho07a,2015,27.7,A,PC,B_MD60,Y18-64,F,FI
ilc_lvho07a,2015,34.5,A,PC,B_MD60,Y18-64,F,IT
ilc_lvho07a,2015,26.8,A,PC,B_MD60,Y18-64,M,FI
ilc_lvho07a,2015,35.5,A,PC,B_MD60,Y18-64,M,IT
ilc_lvho07a,2015,27.2,A,PC,B_MD60,Y18-64,T,FI
ilc_lvho07a,2015,34.9,A,PC,B_MD60,Y18-64,T,IT
ilc_lvho07a,2015,38.3,A,PC,B_MD60,Y20-24,F,FI
ilc_lvho07a,2015,26.1,A,PC,B_MD60,Y20-24,F,IT
ilc_lvho07a,2015,42.9,A,PC,B_MD60,Y20-24,M,FI
ilc_lvho07a,2015,28.5,A,PC,B_MD60,Y20-24,M,IT
ilc_lvho07a,2015,40.8,A,PC,B_MD60,Y20-24,T,FI
ilc_lvho07a,2015,27.3,A,PC,B_MD60,Y20-24,T,IT
ilc_lvho07a,2015,34.9,A,PC,B_MD60,Y20-29,F,FI
ilc_lvho07a,2015,31.0,A,PC,B_MD60,Y20-29,F,IT
ilc_lvho07a,2015,36.9,A,PC,B_MD60,Y20-29,M,FI
ilc_lvho07a,2015,32.3,A,PC,B_MD60,Y20-29,M,IT
ilc_lvho07a,2015,36.0,A,PC,B_MD60,Y20-29,T,FI
ilc_lvho07a,2015,31.6,A,PC,B_MD60,Y20-29,T,IT
ilc_lvho07a,2015,27.1,A,PC,B_MD60,Y25-29,F,FI
ilc_lvho07a,2015,36.0,A,PC,B_MD60,Y25-29,F,IT
ilc_lvho07a,2015,26.3,A,PC,B_MD60,Y25-29,M,FI
ilc_lvho07a,2015,36.7,A,PC,B_MD60,Y25-29,M,IT
ilc_lvho07a,2015,26.6,A,PC,B_MD60,Y25-29,T,FI
ilc_lvho07a,2015,36.4,A,PC,B_MD60,Y25-29,T,IT
ilc_lvho07a,2015,12.5,A,PC,B_MD60,Y6-11,F,FI
ilc_lvho07a,2015,39.0,A,PC,B_MD60,Y6-11,F,IT
ilc_lvho07a,2015,9.9,A,PC,B_MD60,Y6-11,M,FI
ilc_lvho07a,2015,38.3,A,PC,B_MD60,Y6-11,M,IT
ilc_lvho07a,2015,11.3,A,PC,B_MD60,Y6-11,T,FI
ilc_lvho07a,2015,38.6,A,PC,B_MD60,Y6-11,T,IT
ilc_lvho07a,2015,5.7,A,PC,B_MD60,Y_GE65,F,FI
ilc_lvho07a,2015,20.9,A,PC,B_MD60,Y_GE65,F,IT
ilc_lvho07a,2015,8.7,A,PC,B_MD60,Y_GE65,M,FI
ilc_lvho07a,2015,20.4,A,PC,B_MD60,Y_GE65,M,IT
ilc_lvho07a,2015,6.6,A,PC,B_MD60,Y_GE65,T,FI
ilc_lvho07a,2015,20.7,A,PC,B_MD60,Y_GE65,T,IT
ilc_lvho07a,2015,11.2,A,PC,B_MD60,Y_LT18,F,FI
ilc_lvho07a,2015,34.2,A,PC,B_MD60,Y_LT18,F,IT
ilc_lvho07a,2015,16.1,A,PC,B_MD60,Y_LT18,M,FI
ilc_lvho07a,2015,38.2,A,PC,B_MD60,Y_LT18,M,IT
ilc_lvho07a,2015,13.5,A,PC,B_MD60,Y_LT18,T,FI
ilc_lvho07a,2015,36.2,A,PC,B_MD60,Y_LT18,T,IT
ilc_lvho07a,2015,11.7,A,PC,B_MD60,Y_LT6,F,FI
ilc_lvho07a,2015,34.8,A,PC,B_MD60,Y_LT6,F,IT
ilc_lvho07a,2015,21.2,A,PC,B_MD60,Y_LT6,M,FI
ilc_lvho07a,2015,44.2,A,PC,B_MD60,Y_LT6,M,IT
ilc_lvho07a,2015,16.4,A,PC,B_MD60,Y_LT6,T,FI
ilc_lvho07a,2015,39.6,A,PC,B_MD60,Y_LT6,T,IT
ilc_lvho07a,2015,4.8,A,PC,TOTAL,TOTAL,F,FI
ilc_lvho07a,2015,8.8,A,PC,TOTAL,TOTAL,F,IT
ilc_lvho07a,2015,5.0,A,PC,TOTAL,TOTAL,M,FI
ilc_lvho07a,2015,8.3,A,PC,TOTAL,TOTAL,M,IT
ilc_lvho07a,2015,4.9,A,PC,TOTAL,TOTAL,T,FI
ilc_lvho07a,2015,8.6,A,PC,TOTAL,TOTAL,T,IT
ilc_lvho07a,2015,1.7,A,PC,TOTAL,Y12-17,F,FI
ilc_lvho07a,2015,9.8,A,PC,TOTAL,Y12-17,F,IT
ilc_lvho07a,2015,2.1,A,PC,TOTAL,Y12-17,M,FI
ilc_lvho07a,2015,10.3,A,PC,TOTAL,Y12-17,M,IT
ilc_lvho07a,2015,1.9,A,PC,TOTAL,Y12-17,T,FI
ilc_lvho07a,2015,10.1,A,PC,TOTAL,Y12-17,T,IT
ilc_lvho07a,2015,5.7,A,PC,TOTAL,Y15-19,F,FI
ilc_lvho07a,2015,9.6,A,PC,TOTAL,Y15-19,F,IT
ilc_lvho07a,2015,3.5,A,PC,TOTAL,Y15-19,M,FI
ilc_lvho07a,2015,11.1,A,PC,TOTAL,Y15-19,M,IT
ilc_lvho07a,2015,4.6,A,PC,TOTAL,Y15-19,T,FI
ilc_lvho07a,2015,10.4,A,PC,TOTAL,Y15-19,T,IT
ilc_lvho07a,2015,10.7,A,PC,TOTAL,Y15-24,F,FI
ilc_lvho07a,2015,9.1,A,PC,TOTAL,Y15-24,F,IT
ilc_lvho07a,2015,10.6,A,PC,TOTAL,Y15-24,M,FI
ilc_lvho07a,2015,9.2,A,PC,TOTAL,Y15-24,M,IT
ilc_lvho07a,2015,10.7,A,PC,TOTAL,Y15-24,T,FI
ilc_lvho07a,2015,9.2,A,PC,TOTAL,Y15-24,T,IT
ilc_lvho07a,2015,9.1,A,PC,TOTAL,Y15-29,F,FI
ilc_lvho07a,2015,9.7,A,PC,TOTAL,Y15-29,F,IT
ilc_lvho07a,2015,9.9,A,PC,TOTAL,Y15-29,M,FI
ilc_lvho07a,2015,8.8,A,PC,TOTAL,Y15-29,M,IT
ilc_lvho07a,2015,9.5,A,PC,TOTAL,Y15-29,T,FI
ilc_lvho07a,2015,9.2,A,PC,TOTAL,Y15-29,T,IT
ilc_lvho07a,2015,6.7,A,PC,TOTAL,Y16-19,F,FI
ilc_lvho07a,2015,8.6,A,PC,TOTAL,Y16-19,F,IT
ilc_lvho07a,2015,4.1,A,PC,TOTAL,Y16-19,M,FI
ilc_lvho07a,2015,10.6,A,PC,TOTAL,Y16-19,M,IT
ilc_lvho07a,2015,5.3,A,PC,TOTAL,Y16-19,T,FI
ilc_lvho07a,2015,9.6,A,PC,TOTAL,Y16-19,T,IT
ilc_lvho07a,2015,11.6,A,PC,TOTAL,Y16-24,F,FI
ilc_lvho07a,2015,8.7,A,PC,TOTAL,Y16-24,F,IT
ilc_lvho07a,2015,11.6,A,PC,TOTAL,Y16-24,M,FI
ilc_lvho07a,2015,8.8,A,PC,TOTAL,Y16-24,M,IT
ilc_lvho07a,2015,11.6,A,PC,TOTAL,Y16-24,T,FI
ilc_lvho07a,2015,8.7,A,PC,TOTAL,Y16-24,T,IT
ilc_lvho07a,2015,9.6,A,PC,TOTAL,Y16-29,F,FI
ilc_lvho07a,2015,9.4,A,PC,TOTAL,Y16-29,F,IT
ilc_lvho07a,2015,10.5,A,PC,TOTAL,Y16-29,M,FI
ilc_lvho07a,2015,8.5,A,PC,TOTAL,Y16-29,M,IT
ilc_lvho07a,2015,10.0,A,PC,TOTAL,Y16-29,T,FI
ilc_lvho07a,2015,9.0,A,PC,TOTAL,Y16-29,T,IT
ilc_lvho07a,2015,14.4,A,PC,TOTAL,Y18-24,F,FI
ilc_lvho07a,2015,8.9,A,PC,TOTAL,Y18-24,F,IT
ilc_lvho07a,2015,13.7,A,PC,TOTAL,Y18-24,M,FI
ilc_lvho07a,2015,7.8,A,PC,TOTAL,Y18-24,M,IT
ilc_lvho07a,2015,14.0,A,PC,TOTAL,Y18-24,T,FI
ilc_lvho07a,2015,8.3,A,PC,TOTAL,Y18-24,T,IT
ilc_lvho07a,2015,5.6,A,PC,TOTAL,Y18-64,F,FI
ilc_lvho07a,2015,9.4,A,PC,TOTAL,Y18-64,F,IT
ilc_lvho07a,2015,6.2,A,PC,TOTAL,Y18-64,M,FI
ilc_lvho07a,2015,8.8,A,PC,TOTAL,Y18-64,M,IT
ilc_lvho07a,2015,5.9,A,PC,TOTAL,Y18-64,T,FI
ilc_lvho07a,2015,9.1,A,PC,TOTAL,Y18-64,T,IT
ilc_lvho07a,2015,15.2,A,PC,TOTAL,Y20-24,F,FI
ilc_lvho07a,2015,8.7,A,PC,TOTAL,Y20-24,F,IT
ilc_lvho07a,2015,17.0,A,PC,TOTAL,Y20-24,M,FI
ilc_lvho07a,2015,7.5,A,PC,TOTAL,Y20-24,M,IT
ilc_lvho07a,2015,16.1,A,PC,TOTAL,Y20-24,T,FI
ilc_lvho07a,2015,8.0,A,PC,TOTAL,Y20-24,T,IT
ilc_lvho07a,2015,10.7,A,PC,TOTAL,Y20-29,F,FI
ilc_lvho07a,2015,9.7,A,PC,TOTAL,Y20-29,F,IT
ilc_lvho07a,2015,12.8,A,PC,TOTAL,Y20-29,M,FI
ilc_lvho07a,2015,7.8,A,PC,TOTAL,Y20-29,M,IT
ilc_lvho07a,2015,11.7,A,PC,TOTAL,Y20-29,T,FI
ilc_lvho07a,2015,8.7,A,PC,TOTAL,Y20-29,T,IT
ilc_lvho07a,2015,6.0,A,PC,TOTAL,Y25-29,F,FI
ilc_lvho07a,2015,10.6,A,PC,TOTAL,Y25-29,F,IT
ilc_lvho07a,2015,8.5,A,PC,TOTAL,Y25-29,M,FI
ilc_lvho07a,2015,8.1,A,PC,TOTAL,Y25-29,M,IT
ilc_lvho07a,2015,7.3,A,PC,TOTAL,Y25-29,T,FI
ilc_lvho07a,2015,9.3,A,PC,TOTAL,Y25-29,T,IT
ilc_lvho07a,2015,2.0,A,PC,TOTAL,Y6-11,F,FI
ilc_lvho07a,2015,12.6,A,PC,TOTAL,Y6-11,F,IT
ilc_lvho07a,2015,1.5,A,PC,TOTAL,Y6-11,M,FI
ilc_lvho07a,2015,11.4,A,PC,TOTAL,Y6-11,M,IT
ilc_lvho07a,2015,1.8,A,PC,TOTAL,Y6-11,T,FI
ilc_lvho07a,2015,12.0,A,PC,TOTAL,Y6-11,T,IT
ilc_lvho07a,2015,5.2,A,PC,TOTAL,Y_GE65,F,FI
ilc_lvho07a,2015,6.3,A,PC,TOTAL,Y_GE65,F,IT
ilc_lvho07a,2015,4.2,A,PC,TOTAL,Y_GE65,M,FI
ilc_lvho07a,2015,4.3,A,PC,TOTAL,Y_GE65,M,IT
ilc_lvho07a,2015,4.8,A,PC,TOTAL,Y_GE65,T,FI
ilc_lvho07a,2015,5.4,A,PC,TOTAL,Y_GE65,T,IT
ilc_lvho07a,2015,2.0,A,PC,TOTAL,Y_LT18,F,FI
ilc_lvho07a,2015,10.7,A,PC,TOTAL,Y_LT18,F,IT
ilc_lvho07a,2015,2.4,A,PC,TOTAL,Y_LT18,M,FI
ilc_lvho07a,2015,11.2,A,PC,TOTAL,Y_LT18,M,IT
ilc_lvho07a,2015,2.2,A,PC,TOTAL,Y_LT18,T,FI
ilc_lvho07a,2015,10.9,A,PC,TOTAL,Y_LT18,T,IT
ilc_lvho07a,2015,2.4,A,PC,TOTAL,Y_LT6,F,FI
ilc_lvho07a,2015,9.6,A,PC,TOTAL,Y_LT6,F,IT
ilc_lvho07a,2015,3.6,A,PC,TOTAL,Y_LT6,M,FI
ilc_lvho07a,2015,11.9,A,PC,TOTAL,Y_LT6,M,IT
ilc_lvho07a,2015,3.0,A,PC,TOTAL,Y_LT6,T,FI
ilc_lvho07a,2015,10.7,A,PC,TOTAL,Y_LT6,T,IT
ilc_lvho07a,2016,2.6,A,PC,A_MD60,TOTAL,F,FI
ilc_lvho07a,2016,3.0,A,PC,A_MD60,TOTAL,F,IT
ilc_lvho07a,2016,2.1,A,PC,A_MD60,TOTAL,M,FI
ilc_lvho07a,2016,2.5,A,PC,A_MD60,TOTAL,M,IT
ilc_lvho07a,2016,2.4,A,PC,A_MD60,TOTAL,T,FI
ilc_lvho07a,2016,2.7,A,PC,A_MD60,TOTAL,T,IT
ilc_lvho07a,2016,1.6,A,PC,A_MD60,Y12-17,F,FI
ilc_lvho07a,2016,2.2,A,PC,A_MD60,Y12-17,F,IT
ilc_lvho07a,2016,1.0,A,PC,A_MD60,Y12-17,M,FI
ilc_lvho07a,2016,1.5,A,PC,A_MD60,Y12-17,M,IT
ilc_lvho07a,2016,1.3,A,PC,A_MD60,Y12-17,T,FI
ilc_lvho07a,2016,1.8,A,PC,A_MD60,Y12-17,T,IT
ilc_lvho07a,2016,1.9,A,PC,A_MD60,Y15-19,F,FI
ilc_lvho07a,2016,1.6,A,PC,A_MD60,Y15-19,F,IT
ilc_lvho07a,2016,0.9,A,PC,A_MD60,Y15-19,M,FI
ilc_lvho07a,2016,2.4,A,PC,A_MD60,Y15-19,M,IT
ilc_lvho07a,2016,1.4,A,PC,A_MD60,Y15-19,T,FI
ilc_lvho07a,2016,2.0,A,PC,A_MD60,Y15-19,T,IT
ilc_lvho07a,2016,2.7,A,PC,A_MD60,Y15-24,F,FI
ilc_lvho07a,2016,1.7,A,PC,A_MD60,Y15-24,F,IT
ilc_lvho07a,2016,1.7,A,PC,A_MD60,Y15-24,M,FI
ilc_lvho07a,2016,1.6,A,PC,A_MD60,Y15-24,M,IT
ilc_lvho07a,2016,2.2,A,PC,A_MD60,Y15-24,T,FI
ilc_lvho07a,2016,1.6,A,PC,A_MD60,Y15-24,T,IT
ilc_lvho07a,2016,2.8,A,PC,A_MD60,Y15-29,F,FI
ilc_lvho07a,2016,2.3,A,PC,A_MD60,Y15-29,F,IT
ilc_lvho07a,2016,2.0,A,PC,A_MD60,Y15-29,M,FI
ilc_lvho07a,2016,1.9,A,PC,A_MD60,Y15-29,M,IT
ilc_lvho07a,2016,2.4,A,PC,A_MD60,Y15-29,T,FI
ilc_lvho07a,2016,2.1,A,PC,A_MD60,Y15-29,T,IT
ilc_lvho07a,2016,2.0,A,PC,A_MD60,Y16-19,F,FI
ilc_lvho07a,2016,0.7,A,PC,A_MD60,Y16-19,F,IT
ilc_lvho07a,2016,0.9,A,PC,A_MD60,Y16-19,M,FI
ilc_lvho07a,2016,2.7,A,PC,A_MD60,Y16-19,M,IT
ilc_lvho07a,2016,1.4,A,PC,A_MD60,Y16-19,T,FI
ilc_lvho07a,2016,1.7,A,PC,A_MD60,Y16-19,T,IT
ilc_lvho07a,2016,2.9,A,PC,A_MD60,Y16-24,F,FI
ilc_lvho07a,2016,1.3,A,PC,A_MD60,Y16-24,F,IT
ilc_lvho07a,2016,1.8,A,PC,A_MD60,Y16-24,M,FI
ilc_lvho07a,2016,1.6,A,PC,A_MD60,Y16-24,M,IT
ilc_lvho07a,2016,2.3,A,PC,A_MD60,Y16-24,T,FI
ilc_lvho07a,2016,1.5,A,PC,A_MD60,Y16-24,T,IT
ilc_lvho07a,2016,2.9,A,PC,A_MD60,Y16-29,F,FI
ilc_lvho07a,2016,2.1,A,PC,A_MD60,Y16-29,F,IT
ilc_lvho07a,2016,2.1,A,PC,A_MD60,Y16-29,M,FI
ilc_lvho07a,2016,1.9,A,PC,A_MD60,Y16-29,M,IT
ilc_lvho07a,2016,2.5,A,PC,A_MD60,Y16-29,T,FI
ilc_lvho07a,2016,2.0,A,PC,A_MD60,Y16-29,T,IT
ilc_lvho07a,2016,3.6,A,PC,A_MD60,Y18-24,F,FI
ilc_lvho07a,2016,1.4,A,PC,A_MD60,Y18-24,F,IT
ilc_lvho07a,2016,2.0,A,PC,A_MD60,Y18-24,M,FI
ilc_lvho07a,2016,1.5,A,PC,A_MD60,Y18-24,M,IT
ilc_lvho07a,2016,2.8,A,PC,A_MD60,Y18-24,T,FI
ilc_lvho07a,2016,1.5,A,PC,A_MD60,Y18-24,T,IT
ilc_lvho07a,2016,2.4,A,PC,A_MD60,Y18-64,F,FI
ilc_lvho07a,2016,3.1,A,PC,A_MD60,Y18-64,F,IT
ilc_lvho07a,2016,2.3,A,PC,A_MD60,Y18-64,M,FI
ilc_lvho07a,2016,2.8,A,PC,A_MD60,Y18-64,M,IT
ilc_lvho07a,2016,2.3,A,PC,A_MD60,Y18-64,T,FI
ilc_lvho07a,2016,2.9,A,PC,A_MD60,Y18-64,T,IT
ilc_lvho07a,2016,3.6,A,PC,A_MD60,Y20-24,F,FI
ilc_lvho07a,2016,1.7,A,PC,A_MD60,Y20-24,F,IT
ilc_lvho07a,2016,2.7,A,PC,A_MD60,Y20-24,M,FI
ilc_lvho07a,2016,0.9,A,PC,A_MD60,Y20-24,M,IT
ilc_lvho07a,2016,3.1,A,PC,A_MD60,Y20-24,T,FI
ilc_lvho07a,2016,1.3,A,PC,A_MD60,Y20-24,T,IT
ilc_lvho07a,2016,3.2,A,PC,A_MD60,Y20-29,F,FI
ilc_lvho07a,2016,2.6,A,PC,A_MD60,Y20-29,F,IT
ilc_lvho07a,2016,2.6,A,PC,A_MD60,Y20-29,M,FI
ilc_lvho07a,2016,1.7,A,PC,A_MD60,Y20-29,M,IT
ilc_lvho07a,2016,2.9,A,PC,A_MD60,Y20-29,T,FI
ilc_lvho07a,2016,2.1,A,PC,A_MD60,Y20-29,T,IT
ilc_lvho07a,2016,2.9,A,PC,A_MD60,Y25-29,F,FI
ilc_lvho07a,2016,3.4,A,PC,A_MD60,Y25-29,F,IT
ilc_lvho07a,2016,2.5,A,PC,A_MD60,Y25-29,M,FI
ilc_lvho07a,2016,2.4,A,PC,A_MD60,Y25-29,M,IT
ilc_lvho07a,2016,2.7,A,PC,A_MD60,Y25-29,T,FI
ilc_lvho07a,2016,2.8,A,PC,A_MD60,Y25-29,T,IT
ilc_lvho07a,2016,0.6,A,PC,A_MD60,Y6-11,F,FI
ilc_lvho07a,2016,1.9,A,PC,A_MD60,Y6-11,F,IT
ilc_lvho07a,2016,0.9,A,PC,A_MD60,Y6-11,M,FI
ilc_lvho07a,2016,2.2,A,PC,A_MD60,Y6-11,M,IT
ilc_lvho07a,2016,0.7,A,PC,A_MD60,Y6-11,T,FI
ilc_lvho07a,2016,2.1,A,PC,A_MD60,Y6-11,T,IT
ilc_lvho07a,2016,4.8,A,PC,A_MD60,Y_GE65,F,FI
ilc_lvho07a,2016,3.3,A,PC,A_MD60,Y_GE65,F,IT
ilc_lvho07a,2016,2.6,A,PC,A_MD60,Y_GE65,M,FI
ilc_lvho07a,2016,2.2,A,PC,A_MD60,Y_GE65,M,IT
ilc_lvho07a,2016,3.8,A,PC,A_MD60,Y_GE65,T,FI
ilc_lvho07a,2016,2.8,A,PC,A_MD60,Y_GE65,T,IT
ilc_lvho07a,2016,1.0,A,PC,A_MD60,Y_LT18,F,FI
ilc_lvho07a,2016,2.0,A,PC,A_MD60,Y_LT18,F,IT
ilc_lvho07a,2016,1.2,A,PC,A_MD60,Y_LT18,M,FI
ilc_lvho07a,2016,2.0,A,PC,A_MD60,Y_LT18,M,IT
ilc_lvho07a,2016,1.1,A,PC,A_MD60,Y_LT18,T,FI
ilc_lvho07a,2016,2.0,A,PC,A_MD60,Y_LT18,T,IT
ilc_lvho07a,2016,0.9,A,PC,A_MD60,Y_LT6,F,FI
ilc_lvho07a,2016,1.8,A,PC,A_MD60,Y_LT6,F,IT
ilc_lvho07a,2016,1.8,A,PC,A_MD60,Y_LT6,M,FI
ilc_lvho07a,2016,2.4,A,PC,A_MD60,Y_LT6,M,IT
ilc_lvho07a,2016,1.3,A,PC,A_MD60,Y_LT6,T,FI
ilc_lvho07a,2016,2.1,A,PC,A_MD60,Y_LT6,T,IT
ilc_lvho07a,2016,18.0,A,PC,B_MD60,TOTAL,F,FI
ilc_lvho07a,2016,36.5,A,PC,B_MD60,TOTAL,F,IT
ilc_lvho07a,2016,20.9,A,PC,B_MD60,TOTAL,M,FI
ilc_lvho07a,2016,35.0,A,PC,B_MD60,TOTAL,M,IT
ilc_lvho07a,2016,19.5,A,PC,B_MD60,TOTAL,T,FI
ilc_lvho07a,2016,35.8,A,PC,B_MD60,TOTAL,T,IT
ilc_lvho07a,2016,9.6,A,PC,B_MD60,Y12-17,F,FI
ilc_lvho07a,2016,31.2,A,PC,B_MD60,Y12-17,F,IT
ilc_lvho07a,2016,10.5,A,PC,B_MD60,Y12-17,M,FI
ilc_lvho07a,2016,27.8,A,PC,B_MD60,Y12-17,M,IT
ilc_lvho07a,2016,10.1,A,PC,B_MD60,Y12-17,T,FI
